x			  y
1.315459457829779694e+03 1.005384515889368689e-02
1.316081807937198846e+03 1.003887414384743888e-02
1.316704158044617998e+03 1.002372925949792347e-02
1.317326508152037377e+03 1.000777241692874832e-02
1.317948858259456529e+03 9.990458340445346197e-03
1.318571208366875680e+03 9.971439707531053187e-03
1.319193558474294832e+03 9.950625673220086717e-03
1.319815908581713984e+03 9.928194077147336691e-03
1.320438258689133136e+03 9.904564381077202162e-03
1.321060608796552287e+03 9.880343123800388108e-03
1.321682958903971439e+03 9.856255838113749806e-03
1.322305309011390591e+03 9.833078865685757758e-03
1.322927659118809743e+03 9.811581677484493627e-03
1.323550009226228894e+03 9.792485860905732198e-03
1.324172359333648046e+03 9.776441821802468388e-03
1.324794709441067198e+03 9.764019536279838762e-03
1.325417059548486577e+03 9.755706371976346700e-03
1.326039409655905729e+03 9.751903803297538864e-03
1.326661759763324881e+03 9.752916024692800251e-03
1.327284109870744032e+03 9.758926705251342801e-03
1.327906459978163184e+03 9.769964579244316480e-03
1.328528810085582336e+03 9.785863047006862492e-03
1.329151160193001488e+03 9.806222260540177829e-03
1.329773510300420639e+03 9.830383394630900704e-03
1.330395860407839791e+03 9.857423634973905627e-03
1.331018210515258943e+03 9.886177187813174200e-03
1.331640560622678095e+03 9.915283216396029997e-03
1.332262910730097246e+03 9.943257191768918937e-03
1.332885260837516398e+03 9.968578777088628329e-03
1.333507610944935550e+03 9.989787714338419986e-03
1.334129961052354929e+03 1.000557934636797652e-02
1.334752311159774081e+03 1.001489292820730015e-02
1.335374661267193233e+03 1.001698794706520554e-02
1.335997011374612384e+03 1.001150541977174034e-02
1.336619361482031536e+03 9.998511972961688504e-03
1.337241711589450688e+03 9.978524314584040142e-03
1.337864061696869840e+03 9.952510873182093820e-03
1.338486411804288991e+03 9.921866686237306235e-03
1.339108761911708143e+03 9.888357923133646310e-03
1.339731112019127295e+03 9.854034350650653709e-03
1.340353462126546447e+03 9.821111691544752442e-03
1.340975812233965598e+03 9.791830658368977022e-03
1.341598162341384750e+03 9.768304387343136955e-03
1.342220512448804129e+03 9.752369703767598333e-03
1.342842862556223281e+03 9.745458897790290273e-03
1.343465212663642433e+03 9.748506771332862697e-03
1.344087562771061584e+03 9.761902717991181519e-03
1.344709912878480736e+03 9.785490451515317309e-03
1.345332262985899888e+03 9.818610298759470473e-03
1.345954613093319040e+03 9.860172571889990606e-03
1.346576963200738192e+03 9.908747031654939821e-03
1.347199313308157343e+03 9.962653718735380373e-03
1.347821663415576495e+03 1.002004430808172905e-02
1.348444013522995647e+03 1.007896944029181702e-02
1.349066363630414799e+03 1.013743428034015980e-02
1.349688713737833950e+03 1.019344973862802012e-02
1.350311063845253329e+03 1.024508870923552042e-02
1.350933413952672481e+03 1.029055467171480394e-02
1.351555764060091633e+03 1.032826463872425250e-02
1.352178114167510785e+03 1.035694138256220212e-02
1.352800464274929936e+03 1.037570340559214668e-02
1.353422814382349088e+03 1.038413738215333317e-02
1.354045164489768240e+03 1.038233813288180762e-02
1.354667514597187392e+03 1.037090568988597097e-02
1.355289864704606543e+03 1.035089649067848228e-02
1.355912214812025695e+03 1.032373413302716154e-02
1.356534564919444847e+03 1.029109215426864989e-02
1.357156915026863999e+03 1.025476520077561043e-02
1.357779265134283150e+03 1.021654499223986941e-02
1.358401615241702530e+03 1.017811411036077633e-02
1.359023965349121681e+03 1.014096523397495057e-02
1.359646315456540833e+03 1.010634777799783099e-02
1.360268665563959985e+03 1.007523952268095553e-02
1.360891015671379137e+03 1.004833859301008589e-02
1.361513365778798288e+03 1.002607103447676791e-02
1.362135715886217440e+03 1.000861046748052763e-02
1.362758065993636592e+03 9.995907785170368015e-03
1.363380416101055744e+03 9.987729617428517045e-03
1.364002766208474895e+03 9.983703850148765643e-03
1.364625116315894047e+03 9.983369048618311384e-03
1.365247466423313199e+03 9.986222908603075918e-03
1.365869816530732351e+03 9.991763791486866358e-03
1.366492166638151502e+03 9.999519761342057222e-03
1.367114516745570882e+03 1.000906160652075341e-02
1.367736866852990033e+03 1.001999973343426636e-02
1.368359216960409185e+03 1.003196865695900677e-02
1.368981567067828337e+03 1.004460591800848158e-02
1.369603917175247489e+03 1.005753361157344684e-02
1.370226267282666640e+03 1.007034978494129179e-02
1.370848617390085792e+03 1.008263394369824685e-02
1.371470967497504944e+03 1.009396663053332630e-02
1.372093317604924096e+03 1.010395877962686449e-02
1.372715667712343247e+03 1.011228357100526186e-02
1.373338017819762399e+03 1.011870269299009785e-02
1.373960367927181551e+03 1.012308047337899530e-02
1.374582718034600703e+03 1.012538274337686922e-02
1.375205068142020082e+03 1.012566149414353446e-02
1.375827418249439233e+03 1.012403012536985773e-02
1.376449768356858385e+03 1.012063632037363443e-02
1.377072118464277537e+03 1.011563976509527972e-02
1.377694468571696689e+03 1.010920013031417659e-02
1.378316818679115840e+03 1.010147756583185640e-02
1.378939168786534992e+03 1.009264432707866754e-02
1.379561518893954144e+03 1.008290300385323961e-02
1.380183869001373296e+03 1.007250485908620444e-02
1.380806219108792448e+03 1.006176136144512449e-02
1.381428569216211599e+03 1.005104307786343007e-02
1.382050919323630751e+03 1.004076234497843813e-02
1.382673269431049903e+03 1.003133904289962158e-02
1.383295619538469055e+03 1.002315176880607707e-02
1.383917969645888434e+03 1.001647920213335693e-02
1.384540319753307585e+03 1.001143801786167492e-02
1.385162669860726737e+03 1.000792403997251799e-02
1.385785019968145889e+03 1.000556232784106415e-02
1.386407370075565041e+03 1.000366968016374973e-02
1.387029720182984192e+03 1.000123000099263290e-02
1.387652070290403344e+03 9.996879711786166647e-03
1.388274420397822496e+03 9.988897690603288151e-03
1.388896770505241648e+03 9.975192901283739394e-03
1.389519120612660799e+03 9.953283655569723776e-03
1.390141470720079951e+03 9.920265749705956329e-03
1.390763820827499103e+03 9.872772485914190974e-03
1.391386170934918482e+03 9.806937176820537325e-03
1.392008521042337634e+03 9.718376826634431837e-03
1.392630871149756786e+03 9.602222387019812566e-03
1.393253221257175937e+03 9.453224052344888495e-03
1.393875571364595089e+03 9.265957333277551403e-03
1.394497921472014241e+03 9.035145663258839846e-03
1.395120271579433393e+03 8.756097918143931555e-03
1.395742621686852544e+03 8.425236173186342881e-03
1.396364971794271696e+03 8.040663965143642067e-03
1.396987321901690848e+03 7.602703509866754437e-03
1.397609672009110000e+03 7.114317533769299803e-03
1.398232022116529151e+03 6.581332500060468362e-03
1.398854372223948303e+03 6.012397521001745272e-03
1.399476722331367455e+03 5.418646086365582273e-03
1.400099072438786834e+03 4.813071029578995866e-03
1.400721422546205986e+03 4.209668974275842905e-03
1.401343772653625138e+03 3.622449609247569303e-03
1.401966122761044289e+03 3.064429204122573903e-03
1.402588472868463441e+03 2.546731526799583117e-03
1.403210822975882593e+03 2.077901909396709466e-03
1.403833173083301745e+03 1.663505418983436072e-03
1.404455523190720896e+03 1.306035324690491385e-03
1.405077873298140048e+03 1.005112409982061384e-03
1.405700223405559200e+03 7.579177091121791195e-04
1.406322573512978352e+03 5.597770416074748616e-04
1.406944923620397503e+03 4.048078110056899342e-04
1.407567273727816655e+03 2.865458152507847694e-04
1.408189623835236034e+03 1.984883503047851533e-04
1.408811973942655186e+03 1.345142697262425549e-04
1.409434324050074338e+03 8.916646610140709734e-05
1.410056674157493489e+03 5.780317698414226882e-05
1.410679024264912641e+03 3.663906953203008960e-05
1.411301374372331793e+03 2.270454974126345516e-05
1.411923724479750945e+03 1.375298336494192825e-05
